title,author,date,subjects,geographic_names
"Cross in the cemetery at Kilkerran Church, Campbeltown, Argyllshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Monument at Ardchattan Priory, Argyllshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Luffness Friary, East Lothian.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Tombstones (sepulchral monuments) -- Remains -- Inscriptions -- Decorations (ornaments) -- Detail views,"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
"Church at Icolumkill, 1792.","Columbine, Edward Henry, 1762-1811 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Iona island, Iona, Abbey of (historic site) -- Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Beaulieu Priory, Ross-shire - South View, Aug. 18, 1802.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Priories -- Rivers -- Storehouses -- Views (visual works),"Europe, United Kingdom, Scotland, Highland, Beauly (inhabited place) -- Europe, United Kingdom, Scotland, Inverness (general region) -- Europe, United Kingdom, Scotland, Highland, Beauly (river)"
Ground plane of the olde Church of Yester.,"Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Chapels (rooms or structures) -- Antiquities (object genre) -- Scottish -- Compasses (direction indicators) -- Scales (rules),"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
"Part of Sadael Abbey, south view.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Hand coloring -- Abbeys -- Cistercian -- Ruins,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Monument at the east end of the priory Church of Ardchattan, Argyllshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Deer Abbey, south view.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Views (visual works) -- Abbeys -- Ruins -- Cistercian,"Europe, United Kingdom, Scotland, Aberdeen (unitary authority)"
"Plan of the ground & plot of the houses of the Abbey of Deer, in the Shire of Aberdeen, Novr 21st 1789.","Whyte, W., draftsman -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ground plans -- Abbeys -- Ruins -- Buildings (structures) -- Keys (texts) -- Scales (rules),"Europe, United Kingdom, Scotland, Aberdeen (unitary authority)"
"Sculpted heraldic symbols from Coupar Angus Abbey, Perthshire.","Mitchell, William, mason -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Carvings (visual works) -- Heraldic motifs -- Abbeys -- Cistercian,"Europe, United Kingdom, Scotland, Angus (unitary authority)"
Old Abbey of North Berwick.,"Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Priories -- Interiors -- Measurements (dimensions) -- Compasses (direction indicators) -- Scales (rules) -- Handwriting,"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
Dimensions of the Coll. Church of Beaulieu.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Ground plans -- Abbeys -- Ruins,"Europe, United Kingdom, Scotland, Inverness (general region)"
Aberdeen Cathedral. W. View.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Facades -- West -- Windows -- Entrances -- Lights (window components),"Europe, United Kingdom, Scotland, Aberdeen, Aberdeen (inhabited place) -- Europe, United Kingdom, Scotland, Aberdeen (unitary authority)"
Old Church of Gullen.,"Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Churches (buildings) -- Friaries -- Antiquities (object genre) -- Scottish -- Monasteries -- Remains,"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
"Collegiate Church, Kilmund - S.E. view.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Ruins -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
Beauly Priory - north.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hog, Mr., of Beauly",2005,Antiquities (object genre) -- Scottish -- Ground plans -- Priories,"Europe, United Kingdom, Scotland, Inverness (general region)"
Ruin at North Berwick.,"Morton, Alexander, of Dunfermline, active 1813-1817 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Ruins -- Harbors -- Estuaries -- Scales (rules) -- Compasses (direction indicators),"Europe, United Kingdom, Scotland, East Lothian (unitary authority) -- Europe, United Kingdom, Scotland, Firth of Forth (bay)"
Oblique view of the remains of the Collegiate Church of Kilmun.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Ruins -- Churches (buildings) -- Towers (building divisions) -- Walls -- Oblique views -- Collegiate churches -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region) -- Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
Rough plan of Saddell Abbey.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Collegiate Church of Seton, 1802.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Measurements (dimensions),"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
"Cloister gate of the Church of St Mary, Dryburgh Abbey.","Buchan, David Stewart Erskine, Earl of, 1742-1829 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Scottish Borders, Dryburgh Abbey (ruins) -- Europe, United Kingdom, Scotland, Scottish Borders, Berwick (general region)"
"Cowey Church near Stoneharbour, Kincardineshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Churches (buildings) -- Antiquities (object genre) -- Scottish -- Ruins,"Europe, United Kingdom, Scotland, Aberdeenshire, Kincardine (general region) -- Europe, United Kingdom, Scotland, Aberdeenshire, Cowie Harbour (bay)"
Elgin Cathedral.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Exterior views -- Landscapes (representations),"Europe, United Kingdom, Scotland, Moray, Elgin (inhabited place) -- Europe, United Kingdom, Scotland, Moray (unitary authority)"
"Aberbrothick Abbey, Angusshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins -- Ferruginous sandstone -- Towers (building divisions),"Europe, United Kingdom, Scotland, Angus (unitary authority)"
Ruin at Gullan E. Lothian.,"Cocking, Thomas, active approximately 1783-1791 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Drawings (visual works) -- Churches (buildings) -- Interiors -- Archways,"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
Ruins of the monastery of Failfurd from the west.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, South Ayrshire, Ayr (general region)"
Collegiate Church near Hamilton Palace.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Cocking, Thomas, active approximately 1783-1791",2005,Antiquities (object genre) -- Scottish -- Collegiate churches,"Europe, United Kingdom, Scotland, South Lanarkshire, Lanark (general region)"
Rothesay Castle in Bute.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Columbine, Edward Henry, 1762-1811",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Figures (representations) -- Walls -- Trees,"Europe, United Kingdom, Scotland, Argyll and Bute, Bute, Island of, Rothesay (inhabited place) -- Europe, United Kingdom, Scotland, Argyll and Bute, Bute (general region)"
"Two drawings of the Boatsford Stone, Nithsdale, Dumfriesshire.","Grose, Francis, 1731?-1791 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Stone (rock) -- Monuments -- Decorations (ornaments) -- Front (positional attribute) -- Elevations (orthographic projections) -- Rear,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
"College Bow, Dunbarton.","Gilleson, John -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Arches -- Churches (buildings) -- Ruins -- Rivers,"Europe, United Kingdom, Scotland, West Dunbartonshire, Dunbarton (general region)"
Dundrennan Abbey.,"Hooper, S. (Samuel) -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Grose, Francis, 1731?-1791",2005,Antiquities (object genre) -- Scottish -- Monasteries -- North -- Transepts -- Abbey churches -- Abbeys -- Cistercian,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Kirkcudbright (general region) -- Europe, United Kingdom, Scotland, Dumfries and Galloway, Kirkcudbright (general region)"
Gordon Castle.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Drawings (visual works) -- Soldiers -- Scottish -- Kilts,"Europe, United Kingdom, Scotland, Moray (unitary authority)"
"South-west view of Beauly Priory, Ross-shire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Views (visual works) -- Southwest -- Priories -- Rivers,"Europe, United Kingdom, Scotland, Highland, Beauly (inhabited place) -- Europe, United Kingdom, Scotland, Inverness (general region) -- Europe, United Kingdom, Scotland, Highland, Beauly (river)"
Hamilton.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ground plans -- Collegiate churches -- Measurements (dimensions) -- Transepts,"Europe, United Kingdom, Scotland, South Lanarkshire, Lanark (general region)"
"Sadael Abbey, N.W. view, Aug. 1802.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Rural areas -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Saddell (inhabited place) -- Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Elgin, from the South East, Aug. 1815.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Views (visual works) -- City gates,"Europe, United Kingdom, Scotland, Moray (unitary authority)"
"Restennet Priory - S.W. view. 17th Sept, 1814.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Priories -- Ruins -- Views (visual works) -- Southwest,"Europe, United Kingdom, Scotland, Angus (unitary authority)"
"Monymusk from the south east, 22nd Augt, 1820.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Parishes -- Steeples -- Roofs,"Europe, United Kingdom, Scotland, Aberdeenshire, Monymusk (inhabited place) -- Europe, United Kingdom, Scotland, Aberdeen (unitary authority)"
Luffness House monastic ruins.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ruins -- Friaries -- Tombs -- Crusaders (people) -- Knights -- Shields -- Swords -- Carmelite -- Arches -- Coffins -- Stone (rock),"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
Chancel of St Mary's at Icolumkill.,"Columbine, Edward Henry, 1762-1811 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Copies (derivative objects) -- Drawings (visual works) -- Chancels -- Chapels (rooms or structures) -- Convents (nunneries),"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Kilmund, E. view.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Towers (building divisions) -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region) -- Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region) -- Europe, United Kingdom, Scotland, Argyll and Bute, Holy Loch (bay)"
Innerwick.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Ruins,"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
Fyvie.,"Cordiner, Charles, 1746?-1794 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Cordiner, James, 1786-1849",2005,Antiquities (object genre) -- Scottish -- Castles (fortifications) -- Views (visual works) -- Fronts (object components) -- South,"Europe, United Kingdom, Scotland, Aberdeen (unitary authority)"
Carnwath Church from a drawing at the Inn at Carnwath 1800.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Exterior views,"Europe, United Kingdom, Scotland, South Lanarkshire, Lanark (general region)"
Armorial.,"Thomson, James, architect of Dumfries -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Shields -- Annotations -- Engraving (action) -- Details (components) -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Kirkcudbright (general region)"
"Sketch of the interior of Dumfries Friary, Dumfriesshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Interiors -- Friaries,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
Elgin Cathedral.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Copies (derivative objects) -- Drawings (visual works),"Europe, United Kingdom, Scotland, Moray (unitary authority)"
Lincluden.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Collegiate churches -- Choirs (church spaces) -- High altars -- Cloisters -- Sacristies -- Tombs -- Countesses,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Kirkcudbright (general region)"
At Rowadil in Harris.,"Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Eilean Siar, Lewis, Isle of, Rodel (inhabited place) -- Europe, United Kingdom, Scotland, Inverness (general region)"
"Restennet Priory looking east, 18 Sept 1814.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Priories -- Ruins -- Views (visual works),"Europe, United Kingdom, Scotland, Angus (unitary authority)"
"Elgin Cathedral, inside the west end.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cathedrals -- Interior views,"Europe, United Kingdom, Scotland, Moray (unitary authority)"
Gulane Church 1785.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Churches (buildings) -- Ruins -- Archways,"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
Plan of the ruins of the Abbey of Kinloss.,"Nisbet, Andrew, painter at Forres -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Abbeys -- Ruins,"Europe, United Kingdom, Scotland, Moray (unitary authority)"
"Mont. at Cupar in Angus, 29 Augt. 1820.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Carvings (visual works) -- Swords -- Latin (language) -- Tombstones (sepulchral monuments),"Europe, United Kingdom, Scotland, Angus (unitary authority)"
"From the Lord of Kyntayl's Mont, at Beaulieu.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Inverness (general region)"
Restennet Priory - South West View. Oct 12. 1820.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Priories -- Ruins -- Views (visual works) -- Southwest,"Europe, United Kingdom, Scotland, Angus (unitary authority)"
"Col. Ch. of Guthrie, S.E. View.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Graveyards -- Tombstones (sepulchral monuments) -- Views (visual works) -- Southeast,"Europe, United Kingdom, Scotland, Angus, Guthrie (inhabited place) -- Europe, United Kingdom, Scotland, Angus (unitary authority)"
At Tongland - over a door into the Mill - 13 Nov. 1811.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Doors -- Water mills -- Panels (ornament areas) -- Coats of arms -- Figures (representations),"Europe, United Kingdom, Scotland, Dumfries and Galloway, Kirkcudbright (general region)"
At Tongland - built in the wall of a house in the upper part of the Village - 13 Nov. 1811.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Panels (surface components) -- Walls,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Kirkcudbright (general region)"
"Stone Coffin at Kinloss Abbey, Aug 7, 1819.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Coffins -- Stone (rock),"Europe, United Kingdom, Scotland, Moray (unitary authority)"
"At Cupar in Angus, 29 Augt. 1820.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Stone (rock) -- Carvings (visual works) -- Shields -- Coats of arms -- Crowns (costume components),"Europe, United Kingdom, Scotland, Angus (unitary authority)"
"In the priory at Rowadill, Isle of Harris.","Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Inverness (general region)"
"Rubbing of part of the inscription on Holywood Abbey’s small bell, Dumfriesshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Inscriptions -- Bells (idiophones),"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
"Rubbing taken from the small bell, of the part of the inscription, Holywood Abbey, Dumfriesshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Bells (idiophones) -- Inscriptions,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
"Rubbing of an inscription from Holywood Abbey, Dumfriesshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Inscriptions -- Bells (idiophones),"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
"Rubbing of the coat of arms on the small bell, Holywood Abbey, Dumfriesshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Bells (idiophones) -- Coats of arms,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
"Rubbing of part of the inscription on the bell, Holywood Abbey, Dumfriesshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Inscriptions -- Bells (idiophones),"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
"Rubbing of part of the inscription on the small bell from Holywood Abbey, Dumfriesshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Inscriptions -- Bells (idiophones),"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (inhabited place) -- Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
Kilwinning 1789.,"Pollock, William, Rev. -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, North Ayrshire, Kilwinning (inhabited place) -- Europe, United Kingdom, Scotland, South Ayrshire, Ayr (general region)"
"Sweetheart Abbey, New Abbey, Dumfries and Galloway.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Ground plans -- Annotations -- Abbeys,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Sweetheart Abbey (ruins) -- Europe, United Kingdom, Scotland, Dumfries and Galloway, Kirkcudbright (general region)"
"Franciscan Church at Haddington, 1802.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Description -- Handwriting -- Coats of arms -- Details (components) -- Collegiate churches -- Heraldry -- Notes -- Interior views -- Antiquities (object genre) -- Scottish -- Towns -- Franciscan,"Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
"Monument in the Conventual Church of Ardchattan, Sept. 1820.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Abbey churches -- Monuments -- Archways -- Pointed arches -- Tomb slabs -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region) -- Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
Monument in the interior of Ardchattan Priory.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Interiors -- Priories -- Carvings (visual works) -- Figures (representations) -- Monuments -- Niches -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region) -- Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Bell from Holywood Abbey, Dumfriesshire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Bells (idiophones) -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
"Statue of Johannes de Sacro Bosco, Friars' Carse, Dumfriesshire.","Claperton, Robert -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Statues -- Mathematicians -- Astronomers,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
Fragment of the statue of Johannes de Sacro Bosco.,"Claperton, Robert -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Fragments (object portions) -- Statues -- Astronomers -- Mathematicians,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Dumfries (former administrative division)"
Franciscan Church at Haddington sketched on the spot 1782.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Grose, Francis, 1731?-1791",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Bridges (built works) -- Towns -- Rivers,"Europe, United Kingdom, Scotland, East Lothian (unitary authority) -- Europe, United Kingdom, Scotland, East Lothian, Tyne (river)"
View of the church of Haddington from the south east.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, East Lothian, Haddington (inhabited place) -- Europe, United Kingdom, Scotland, East Lothian (unitary authority)"
"Carnwath from the West, 17 Oct. 1800.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Buildings (structures) -- Views (visual works) -- West -- Exterior views,"Europe, United Kingdom, Scotland, South Lanarkshire, Lanark (general region)"
"Collegiate Church, Carnwath N.E. view, 7 Oct. 1800.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish -- Views (visual works) -- Northeast,"Europe, United Kingdom, Scotland, South Lanarkshire, Lanark (general region)"
Monument in the north wall of the church of Bendochy near Cupar in Angus - Oct 1820.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Parish churches -- Monuments -- Walls -- Inscriptions -- Latin (language) -- Coats of arms -- Carvings (visual works),"Europe, United Kingdom, Scotland, Angus (unitary authority)"
Monument at Sadael Abbey 1802.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Cistercian,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Monument at Sadael Abbey, 19 Aug 1802.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
Inverness.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Pillars -- Graveyards,"Europe, United Kingdom, Scotland, Inverness (general region)"
"Monument on the east end of the church of Crossraguel Abbey, on the south side of the Great Altar, 11th April 1813.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, South Ayrshire, Ayr (general region)"
Monument in the priory Church Beaulieu Aug 1815.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Funerary sculpture -- Monuments -- Notes -- Latin (language) -- Inscriptions -- Niches -- Arches -- Walls -- Figures (representations),"Europe, United Kingdom, Scotland, Inverness (general region)"
Gate in Dumbarton Castle.,"Columbine, Edward Henry, 1762-1811 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Copies (derivative objects) -- Antiquities (object genre) -- Scottish -- Gates -- Portcullises -- Arches -- Notes,"Europe, United Kingdom, Scotland, West Dunbartonshire, Dunbarton (general region)"
Gate at New Abbey.,"Cocking, Thomas, active approximately 1783-1791 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Villages -- Gates -- Archways,"Europe, United Kingdom, Scotland, Dumfries and Galloway, Kirkcudbright (general region)"
"Gravestone, Beauly Priory, Ross-shire.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Tombstones (sepulchral monuments) -- Carvings (visual works),"Europe, United Kingdom, Scotland, Inverness (general region)"
"Monument from Saddell Abbey, Argyllshire, 21st Aug. 1802.","Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
Monument at Kilmund.,"Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Collegiate churches -- Antiquities (object genre) -- Scottish,"Europe, United Kingdom, Scotland, Argyll and Bute, Argyll (general region)"
"Monument in the priory of Rowadill, Isle of Harris.","Daniell, William, 1769-1837 -- Hutton, George Henry, -1827 -- Hutton, George Henry, -1827",2005,Antiquities (object genre) -- Scottish -- Monuments -- Funerary sculpture,"Europe, United Kingdom, Scotland, Inverness (general region)"
